|  wavelength |       flux |     error | order |  module |  strip |
|      double |     double |    double |   int |     int |    int |
|          um |         Jy |        Jy |       |         |        |
|         nan |        nan |       nan |       |         |        |
    13.446898    39.237217    0.209278      15        0        5
    13.457410    39.211994    0.180669      15        0        5
    13.468107    39.410889    0.118184      15        0        5
    13.478803    39.326694    0.261788      15        0        5
    13.489496    39.873703    0.222377      15        0        5
    13.500188    39.604809    0.202323      15        0        5
    13.510878    39.645195    0.130779      15        0        5
    13.521565    39.800476    0.094053      15        0        5
    13.532251    39.813766    0.253521      15        0        5
    13.542935    40.093426    0.188235      15        0        5
    13.553618    39.886192    0.240487      15        0        5
    13.564299    40.145508    0.134667      15        0        5
    13.574978    40.090572    0.377114      15        0        5
    13.585655    40.137405    0.264179      15        0        5
    13.596331    40.192524    0.262494      15        0        5
    13.607004    40.190689    0.216819      15        0        5
    13.617676    40.466095    0.149063      15        0        5
    13.628345    40.230453    0.386199      15        0        5
    13.639013    40.758816    0.396940      15        0        5
    13.649488    40.235435    0.294978      15        0        5
    13.660152    40.652962    0.189018      15        0        5
    13.670815    41.081955    2.734968      15        0        5
    13.681476    40.658844    0.353242      15        0        5
    13.692135    41.294476    0.333343      15        0        5
    13.702791    40.947346    0.222241      15        0        5
    13.713448    41.348961    0.273063      15        0        5
    13.724100    40.470730    0.271429      15        0        5
    13.734752    41.654568    0.272434      15        0        5
    13.745401    41.412540    0.322777      15        0        5
    13.756050    41.432308    0.256926      15        0        5
    13.766697    41.422462    0.282258      15        0        5
    13.777341    41.840378    0.292132      15        0        5
    13.787984    41.177174    0.457930      15        0        5
    13.798624    41.790302    0.488968      15        0        5
    13.809263    42.169044    0.530173      15        0        5
    13.819901    42.067924    0.416358      15        0        5
    13.830537    42.181274    0.424732      15        0        5
    13.841171    42.379276    0.527783      15        0        5
    13.851803    42.357876    0.434914      15        0        5
    13.862432    43.296608    3.678804      15        0        5
    13.873061    42.301727    0.322743      15        0        5
    13.883688    42.318008    0.446484      15        0        5
    13.894313    42.557247    0.315033      15        0        5
    13.904936    42.230854    0.368339      15        0        5
    13.915558    42.873619    0.427580      15        0        5
    13.926176    42.695267    0.287778      15        0        5
    13.936794    42.922180    0.435671      15        0        5
    13.947411    42.945877    0.280517      15        0        5
    13.958025    42.972404    0.344199      15        0        5
    13.968637    43.131565    0.412426      15        0        5
    13.979248    42.805645    0.279901      15        0        5
    13.989857    43.281143    0.254150      15        0        5
    14.000463    43.021282    0.233895      15        0        5
    14.011068    42.951454    0.249850      15        0        5
    14.021673    43.292984    0.221557      15        0        5
    14.032274    43.348209    0.308579      15        0        5
    14.042875    43.377762    0.193583      15        0        5
    14.053473    43.073009    0.173258      15        0        5
    14.064070    43.113388    0.193444      15        0        5
    14.074664    42.912724    0.479561      15        0        5
    14.085257    43.396820    0.255816      15        0        5
    14.095848    43.306477    0.093601      15        0        5
    14.106438    43.785950    0.171928      15        0        5
    14.117025    43.624146    0.118132      15        0        5
    14.127611    43.467018    0.126288      15        0        5
    14.138195    44.186623    0.139796      15        0        5
    14.148778    44.382816    0.279940      15        0        5
    14.159359    43.864384    0.083362      15        0        5
    14.169937    44.203476    0.150127      15        0        5
    14.180515    44.372219    0.166575      15        0        5
    14.191091    43.817348    0.133417      15        0        5
    14.201664          nan         nan      15        0        5
    14.212236          nan         nan      15        0        5
    14.222806          nan         nan      15        0        5
    14.233375          nan         nan      15        0        5
    14.243940          nan         nan      15        0        5
    14.254505          nan         nan      15        0        5
    14.265069          nan         nan      15        0        5
    14.275631          nan         nan      15        0        5
