|  wavelength |       flux |     error | order |  module |  strip |
|      double |     double |    double |   int |     int |    int |
|          um |         Jy |        Jy |       |         |        |
|         nan |        nan |       nan |       |         |        |
    12.800688     0.393665    0.003510      16        0        4
    12.810700     0.392267    0.004241      16        0        4
    12.820712     0.407267    0.003968      16        0        4
    12.830721     0.393889    0.005671      16        0        4
    12.840729     0.405429    0.004330      16        0        4
    12.850735     0.398258    0.004562      16        0        4
    12.860740     0.403004    0.004062      16        0        4
    12.870743     0.401287    0.004307      16        0        4
    12.880743     0.413371    0.004971      16        0        4
    12.890743     0.407807    0.004706      16        0        4
    12.900741     0.405143    0.005144      16        0        4
    12.910736     0.411048    0.003006      16        0        4
    12.920731     0.415998    0.004553      16        0        4
    12.930723     0.415913    0.003542      16        0        4
    12.940714     0.411622    0.073846      16        0        4
    12.950704     0.418621    0.003252      16        0        4
    12.960691     0.405104    0.003166      16        0        4
    12.970676     0.417964    0.003214      16        0        4
    12.980661     0.405753    0.003272      16        0        4
    12.990644     0.411613    0.003256      16        0        4
    13.000625     0.399802    0.002754      16        0        4
    13.010603     0.417187    0.003706      16        0        4
    13.020580     0.421258    0.004633      16        0        4
    13.030557     0.409190    0.003845      16        0        4
    13.040531     0.416727    0.003573      16        0        4
    13.050504     0.414907    0.003359      16        0        4
    13.060474     0.415696    0.004924      16        0        4
    13.070444     0.415064    0.003657      16        0        4
    13.080411     0.416767    0.003896      16        0        4
    13.090377     0.405950    0.003137      16        0        4
    13.100341     0.412478    0.003630      16        0        4
    13.110304     0.428761    0.003942      16        0        4
    13.120264     0.481349    0.005458      16        0        4
    13.130223     0.606323    0.006689      16        0        4
    13.140181     0.607315    0.006008      16        0        4
    13.150137     0.473991    0.008756      16        0        4
    13.160091     0.422457    0.004361      16        0        4
    13.170043     0.413215    0.124928      16        0        4
    13.179994     0.405180    0.003878      16        0        4
    13.189943     0.414953    0.003597      16        0        4
    13.199890     0.407306    0.005980      16        0        4
    13.209837          nan         nan      16        0        4
    13.219781          nan         nan      16        0        4
    13.229723          nan         nan      16        0        4
    13.239664          nan         nan      16        0        4
    13.249603          nan         nan      16        0        4
    13.259541          nan         nan      16        0        4
    13.269477          nan         nan      16        0        4
    13.279411          nan         nan      16        0        4
    13.289343          nan         nan      16        0        4
    13.299274          nan         nan      16        0        4
    13.309198          nan         nan      16        0        4
    13.319121          nan         nan      16        0        4
    13.329047          nan         nan      16        0        4
    13.338971          nan         nan      16        0        4
    13.348894          nan         nan      16        0        4
    13.358815          nan         nan      16        0        4
    13.368734          nan         nan      16        0        4
    13.378653          nan         nan      16        0        4
    13.388569          nan         nan      16        0        4
    13.398483          nan         nan      16        0        4
    13.103533          nan         nan      15        0        5
    13.114290          nan         nan      15        0        5
    13.125046          nan         nan      15        0        5
    13.135799          nan         nan      15        0        5
