|  wavelength |       flux |     error | order |  module |  strip |
|      double |     double |    double |   int |     int |    int |
|          um |         Jy |        Jy |       |         |        |
|         nan |        nan |       nan |       |         |        |
    10.465755          nan         nan      19        0        1
    10.474268          nan         nan      19        0        1
    10.482780          nan         nan      19        0        1
    10.491291          nan         nan      19        0        1
    10.499801          nan         nan      19        0        1
    10.508369     5.772644    0.386464      19        0        1
    10.516876     6.291396    0.284311      19        0        1
    10.525383     7.684390    0.283409      19        0        1
    10.533886     5.941010    0.182101      19        0        1
    10.542389     5.327291    0.165613      19        0        1
    10.550890     5.359031    0.163616      19        0        1
    10.559389     5.383024    0.157276      19        0        1
    10.567888     5.365942    0.111333      19        0        1
    10.576385     5.543427    0.170058      19        0        1
    10.584881     5.525481    0.174472      19        0        1
    10.593374     5.589836    0.148794      19        0        1
    10.601867     5.667054    0.174303      19        0        1
    10.610357     5.653663    0.152219      19        0        1
    10.618847     5.627909    0.155015      19        0        1
    10.627336     5.865741    0.206450      19        0        1
    10.635822     5.750047    0.149291      19        0        1
    10.644308     5.791620    0.175091      19        0        1
    10.652792     5.687392    0.165576      19        0        1
    10.661275     5.777078    0.146636      19        0        1
    10.669756     5.860535    0.158956      19        0        1
    10.678236     5.736226    0.170776      19        0        1
    10.686714     5.934766    0.205639      19        0        1
    10.695191     5.930438    0.159687      19        0        1
    10.703667     5.888510    0.192636      19        0        1
    10.712141     5.944141    0.212928      19        0        1
    10.720613     5.968343    0.167936      19        0        1
    10.729086     6.116800    0.209209      19        0        1
    10.737556     6.121319    0.185622      19        0        1
    10.746024     6.140981    0.254926      19        0        1
    10.754491     6.198971    0.190529      19        0        1
    10.762957     6.290586    0.198146      19        0        1
    10.771421     6.133046    0.222853      19        0        1
    10.779884     6.291476    0.229458      19        0        1
    10.788345     6.314746    0.236332      19        0        1
    10.796806     6.296690    0.180754      19        0        1
    10.805264     6.382146    0.220124      19        0        1
    10.813723     6.257909    0.186959      19        0        1
    10.822178     6.389208    0.156419      19        0        1
    10.830633     6.361907    0.143333      19        0        1
    10.839087     6.432340    0.150683      19        0        1
    10.847538     6.515526    0.225644      19        0        1
    10.855988     6.471713    0.075597      19        0        1
    10.864437     6.593357    0.159389      19        0        1
    10.872885     6.509502    0.186927      19        0        1
    10.881330     6.655392    0.121026      19        0        1
    10.889775     6.503945    0.137010      19        0        1
    10.898218     6.675823    0.045732      19        0        1
    10.906660     6.651885    0.110693      19        0        1
    10.915102     6.665374    0.079807      19        0        1
    10.923540     6.652748    0.056620      19        0        1
    10.931978     6.807378    0.065040      19        0        1
    10.940414     6.852631    0.101214      19        0        1
    10.948850     6.808074    0.043209      19        0        1
    10.957283     6.868859    0.051120      19        0        1
    10.965715     6.904088    0.052326      19        0        1
    10.974146     6.961955    0.033472      19        0        1
    10.982576     6.955735    0.151060      19        0        1
    10.991004     7.010297    0.081375      19        0        1
    10.999499     7.151206    0.181658      19        0        1
    11.007925          nan         nan      19        0        1
    11.016349          nan         nan      19        0        1
    11.024772          nan         nan      19        0        1
    11.033193          nan         nan      19        0        1
    11.041613          nan         nan      19        0        1
    11.050031          nan         nan      19        0        1
    11.058448          nan         nan      19        0        1
    11.066864          nan         nan      19        0        1
    11.075278          nan         nan      19        0        1
    11.083761          nan         nan      19        0        1
    11.092173          nan         nan      19        0        1
    11.100584          nan         nan      19        0        1
    11.108992          nan         nan      19        0        1
    11.117399          nan         nan      19        0        1
    11.125806          nan         nan      19        0        1
    11.134211          nan         nan      19        0        1
    11.142614          nan         nan      19        0        1
    11.151016          nan         nan      19        0        1
    11.159417          nan         nan      19        0        1
    11.167816          nan         nan      19        0        1
    11.176214          nan         nan      19        0        1
    11.184610          nan         nan      19        0        1
    11.193007          nan         nan      19        0        1
    11.003922     7.052190    0.261981      18        0        2
    11.012907     7.114942    0.232212      18        0        2
    11.021891     7.156264    0.239720      18        0        2
