10.004904	19.843178	0.168181
10.012988	19.821068	0.265018
10.021071	20.061617	0.202315
10.029154	19.98904	0.242804
10.037234	19.857481	0.252807
10.045313	20.187817	0.357508
10.053392	20.036068	0.263374
10.061468	20.614925	0.270522
10.069544	20.017817	0.286893
10.077618	20.335691	0.211414
10.08569	20.41297	0.280344
10.093762	20.438665	0.325779
10.101832	20.455271	0.28125
10.109901	20.703838	0.260588
10.118013	20.741114	0.271551
10.12608	20.580944	0.259784
10.134145	20.780186	0.100655
10.142208	21.360886	0.110045
10.15027	21.138359	0.259601
10.158331	20.886923	0.138558
10.16639	21.511604	0.182874
10.174449	21.38652	0.258575
10.182506	21.4286		0.343544
10.190561	20.410213	1.363828
10.198615	21.548252	0.115403
10.206668	21.653618	0.368596
10.21472	21.700827	0.252796
10.222769	22.356138	0.250228
10.230818	21.722063	0.205034
10.238866	21.952446	0.24753
10.246912	22.057314	0.181571
10.254956	22.22197	0.107933
10.263		22.44821	0.081886
10.271043	22.139132	0.186335
10.279083	22.452557	0.11378
10.287123	22.569836	0.055955
10.295161	22.416286	0.163646
10.303198	22.546257	0.097052
10.311234	22.616655	0.12144
10.319268	22.813379	0.131924
10.327301	22.676155	0.040525
10.335333	22.775881	0.201794
10.343363	22.91469	0.165158
10.351392	22.721035	0.166105
10.359468	23.100393	0.213362
10.367495	23.341066	0.317636
10.37552	22.740353	0.190585
10.383543	23.203382	0.250616
10.391566	23.226244	0.205222
10.399588	22.995611	0.249022
10.407607	23.174248	0.119056
10.415627	23.381897	0.055174
10.423643	22.969107	0.038888
10.43166	23.620192	0.055247
10.439674	23.32902	0.140641
10.447687	23.81234	0.097612
10.455699	23.560585	0.072749
10.46371	23.841105	0.102333
10.47172	24.142385	0.132801
10.479728	24.209402	0.080938
10.487734	24.364748	0.130696
10.495739	24.114426	0.089446
10.508369	24.486097	1.497389
10.516876	24.711161	0.309814
10.525383	26.319862	0.270574
10.533886	27.519249	0.368515
10.542389	29.239647	0.250861
10.55089	28.605371	0.326643
10.559389	27.139641	0.307673
10.567888	25.992525	0.800785
10.576385	24.943134	0.288774
10.584881	24.485384	0.272301
10.593374	24.242311	0.239798
10.601867	24.320194	0.339295
10.610357	24.185846	0.231472
10.618847	24.135843	0.243563
10.627336	24.723612	0.326823
10.635822	24.330626	0.236278
10.644308	24.683256	0.222649
10.652792	24.516161	0.173938
10.661275	24.308296	0.151576
10.669756	24.617348	0.101423
10.678236	24.264975	0.118322
10.686714	24.77376	0.175506
10.695191	24.794926	0.144185
10.703667	24.730999	0.106229
10.712141	24.863262	0.190656
10.720613	25.078682	0.14308
10.729086	25.302481	0.259836
10.737556	25.27858	0.166752
10.746024	25.165031	0.169256
10.754491	25.432463	0.216041
10.762957	25.579321	0.177989
10.771421	25.379194	0.232734
10.779884	25.556784	0.2767
10.788345	25.556749	0.215392
10.796806	25.68231	0.131952
10.805264	25.804785	0.313246
10.813723	25.612383	0.188059
10.822178	26.28754	0.104684
10.830633	26.049345	0.232694
10.839087	26.280521	0.207479
10.847538	26.515888	0.294685
10.855988	26.453527	0.105284
10.864437	26.718159	0.295282
10.872885	26.418922	0.293161
10.88133	26.865337	0.198991
10.889775	26.600737	0.22677
10.898218	26.845232	0.092151
10.90666	26.786488	0.165267
10.915102	27.022305	0.070102
10.92354	26.963911	0.14131
10.931978	27.256706	0.138163
10.940414	27.253918	0.189315
10.94885	27.295595	0.085173
10.957283	27.459175	0.057221
10.965715	27.416048	0.071043
10.974146	27.642296	0.082496
10.982576	27.335785	0.23558
10.991004	27.580114	0.134312
10.999499	27.582417	0.435367
11.003922	26.681133	0.276277
11.012907	26.3908		0.138982
11.021891	26.875771	0.122615
11.030873	26.873232	0.151667
